sheet,address,value,precedents,dependents
Weekly,B31,500,,"Weekly!C31,Weekly!F31"
Weekly,C31,"=IF($B$54=0,"" - "",B31/$B$54)",B31,
Weekly,D31,"=IF(A31="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A31,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A31,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A31,"Weekly!E31,Weekly!F31"
Weekly,E31,"=IF($D$54=0,"" - "",D31/$D$54)",D31,
Weekly,F31,=D31-B31,"D31,B31",
Weekly,G31,,,
Weekly,A32, - ,,Weekly!D32
Weekly,B32,,,"Weekly!C32,Weekly!F32"
Weekly,C32,"=IF($B$54=0,"" - "",B32/$B$54)",B32,
Weekly,D32,"=IF(A32="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A32,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A32,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A32,"Weekly!E32,Weekly!F32"
Weekly,E32,"=IF($D$54=0,"" - "",D32/$D$54)",D32,
Weekly,F32,=D32-B32,"D32,B32",
Weekly,G32,,,
Weekly,A33, - ,,Weekly!D33
Weekly,B33,,,"Weekly!C33,Weekly!F33"
Weekly,C33,"=IF($B$54=0,"" - "",B33/$B$54)",B33,
Weekly,D33,"=IF(A33="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A33,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A33,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A33,"Weekly!E33,Weekly!F33"
Weekly,E33,"=IF($D$54=0,"" - "",D33/$D$54)",D33,
Weekly,F33,=D33-B33,"D33,B33",
Weekly,G33,,,
Weekly,A34, - ,,Weekly!D34
Weekly,B34,,,"Weekly!C34,Weekly!F34"
Weekly,C34,"=IF($B$54=0,"" - "",B34/$B$54)",B34,
Weekly,D34,"=IF(A34="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A34,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A34,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A34,"Weekly!E34,Weekly!F34"
Weekly,E34,"=IF($D$54=0,"" - "",D34/$D$54)",D34,
Weekly,F34,=D34-B34,"D34,B34",
Weekly,G34,,,
Weekly,A35, - ,,Weekly!D35
Weekly,B35,,,"Weekly!C35,Weekly!F35"
Weekly,C35,"=IF($B$54=0,"" - "",B35/$B$54)",B35,
Weekly,D35,"=IF(A35="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A35,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A35,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A35,"Weekly!E35,Weekly!F35"
Weekly,E35,"=IF($D$54=0,"" - "",D35/$D$54)",D35,
Weekly,F35,=D35-B35,"D35,B35",
Weekly,G35,,,
Weekly,A36, - ,,Weekly!D36
Weekly,B36,,,"Weekly!C36,Weekly!F36"
Weekly,C36,"=IF($B$54=0,"" - "",B36/$B$54)",B36,
Weekly,D36,"=IF(A36="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A36,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A36,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A36,"Weekly!E36,Weekly!F36"
Weekly,E36,"=IF($D$54=0,"" - "",D36/$D$54)",D36,
Weekly,F36,=D36-B36,"D36,B36",
Weekly,G36,,,
Weekly,A37, - ,,Weekly!D37
Weekly,B37,,,"Weekly!C37,Weekly!F37"
Weekly,C37,"=IF($B$54=0,"" - "",B37/$B$54)",B37,
Weekly,D37,"=IF(A37="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A37,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A37,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A37,"Weekly!E37,Weekly!F37"
Weekly,E37,"=IF($D$54=0,"" - "",D37/$D$54)",D37,
Weekly,F37,=D37-B37,"D37,B37",
Weekly,G37,,,
Weekly,A38, - ,,Weekly!D38
Weekly,B38,,,"Weekly!C38,Weekly!F38"
Weekly,C38,"=IF($B$54=0,"" - "",B38/$B$54)",B38,
Weekly,D38,"=IF(A38="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A38,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A38,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A38,"Weekly!E38,Weekly!F38"
Weekly,E38,"=IF($D$54=0,"" - "",D38/$D$54)",D38,
Weekly,F38,=D38-B38,"D38,B38",
Weekly,G38,,,
Weekly,A39, - ,,Weekly!D39
Weekly,B39,,,"Weekly!C39,Weekly!F39"
Weekly,C39,"=IF($B$54=0,"" - "",B39/$B$54)",B39,
Weekly,D39,"=IF(A39="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A39,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A39,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A39,"Weekly!E39,Weekly!F39"
Weekly,E39,"=IF($D$54=0,"" - "",D39/$D$54)",D39,
Weekly,F39,=D39-B39,"D39,B39",
Weekly,G39,,,
Weekly,A40, - ,,Weekly!D40
Weekly,B40,,,"Weekly!C40,Weekly!F40"
Weekly,C40,"=IF($B$54=0,"" - "",B40/$B$54)",B40,
Weekly,D40,"=IF(A40="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A40,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A40,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A40,"Weekly!E40,Weekly!F40"
Weekly,E40,"=IF($D$54=0,"" - "",D40/$D$54)",D40,
Weekly,F40,=D40-B40,"D40,B40",
Weekly,G40,,,
Weekly,A41, - ,,Weekly!D41
Weekly,B41,,,"Weekly!C41,Weekly!F41"
Weekly,C41,"=IF($B$54=0,"" - "",B41/$B$54)",B41,
Weekly,D41,"=IF(A41="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A41,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A41,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A41,"Weekly!E41,Weekly!F41"
Weekly,E41,"=IF($D$54=0,"" - "",D41/$D$54)",D41,
Weekly,F41,=D41-B41,"D41,B41",
Weekly,G41,,,
Weekly,A42, - ,,Weekly!D42
Weekly,B42,,,"Weekly!C42,Weekly!F42"
Weekly,C42,"=IF($B$54=0,"" - "",B42/$B$54)",B42,
Weekly,D42,"=IF(A42="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A42,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A42,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A42,"Weekly!E42,Weekly!F42"
Weekly,E42,"=IF($D$54=0,"" - "",D42/$D$54)",D42,
Weekly,F42,=D42-B42,"D42,B42",
Weekly,G42,,,
Weekly,A43, - ,,Weekly!D43
Weekly,B43,,,"Weekly!C43,Weekly!F43"
Weekly,C43,"=IF($B$54=0,"" - "",B43/$B$54)",B43,
Weekly,D43,"=IF(A43="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A43,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A43,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A43,"Weekly!E43,Weekly!F43"
Weekly,E43,"=IF($D$54=0,"" - "",D43/$D$54)",D43,
Weekly,F43,=D43-B43,"D43,B43",
Weekly,G43,,,
Weekly,A44, - ,,Weekly!D44
Weekly,B44,,,"Weekly!C44,Weekly!F44"
Weekly,C44,"=IF($B$54=0,"" - "",B44/$B$54)",B44,
Weekly,D44,"=IF(A44="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A44,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A44,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A44,"Weekly!E44,Weekly!F44"
Weekly,E44,"=IF($D$54=0,"" - "",D44/$D$54)",D44,
Weekly,F44,=D44-B44,"D44,B44",
Weekly,G44,,,
Weekly,A45, - ,,Weekly!D45
Weekly,B45,,,"Weekly!C45,Weekly!F45"
Weekly,C45,"=IF($B$54=0,"" - "",B45/$B$54)",B45,
Weekly,D45,"=IF(A45="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A45,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A45,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A45,"Weekly!E45,Weekly!F45"
Weekly,E45,"=IF($D$54=0,"" - "",D45/$D$54)",D45,
Weekly,F45,=D45-B45,"D45,B45",
Weekly,G45,,,
Weekly,A46, - ,,Weekly!D46
Weekly,B46,,,"Weekly!C46,Weekly!F46"
Weekly,C46,"=IF($B$54=0,"" - "",B46/$B$54)",B46,
Weekly,D46,"=IF(A46="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A46,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A46,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A46,"Weekly!E46,Weekly!F46"
Weekly,E46,"=IF($D$54=0,"" - "",D46/$D$54)",D46,
Weekly,F46,=D46-B46,"D46,B46",
Weekly,G46,,,
Weekly,A47, - ,,Weekly!D47
Weekly,B47,,,"Weekly!C47,Weekly!F47"
Weekly,C47,"=IF($B$54=0,"" - "",B47/$B$54)",B47,
Weekly,D47,"=IF(A47="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A47,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A47,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A47,"Weekly!E47,Weekly!F47"
Weekly,E47,"=IF($D$54=0,"" - "",D47/$D$54)",D47,
Weekly,F47,=D47-B47,"D47,B47",
Weekly,G47,,,
Weekly,A48, - ,,Weekly!D48
Weekly,B48,,,"Weekly!C48,Weekly!F48"
Weekly,C48,"=IF($B$54=0,"" - "",B48/$B$54)",B48,
Weekly,D48,"=IF(A48="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A48,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A48,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A48,"Weekly!E48,Weekly!F48"
Weekly,E48,"=IF($D$54=0,"" - "",D48/$D$54)",D48,
Weekly,F48,=D48-B48,"D48,B48",
Weekly,G48,,,
Weekly,A49, - ,,Weekly!D49
Weekly,B49,,,"Weekly!C49,Weekly!F49"
Weekly,C49,"=IF($B$54=0,"" - "",B49/$B$54)",B49,
Weekly,D49,"=IF(A49="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A49,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A49,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A49,"Weekly!E49,Weekly!F49"
Weekly,E49,"=IF($D$54=0,"" - "",D49/$D$54)",D49,
Weekly,F49,=D49-B49,"D49,B49",
Weekly,G49,,,
Weekly,A50, - ,,Weekly!D50
Weekly,B50,,,"Weekly!C50,Weekly!F50"
Weekly,C50,"=IF($B$54=0,"" - "",B50/$B$54)",B50,
Weekly,D50,"=IF(A50="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A50,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A50,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A50,"Weekly!E50,Weekly!F50"
Weekly,E50,"=IF($D$54=0,"" - "",D50/$D$54)",D50,
Weekly,F50,=D50-B50,"D50,B50",
Weekly,G50,,,
Weekly,A51, - ,,Weekly!D51
Weekly,B51,,,"Weekly!C51,Weekly!F51"
Weekly,C51,"=IF($B$54=0,"" - "",B51/$B$54)",B51,
Weekly,D51,"=IF(A51="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A51,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A51,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A51,"Weekly!E51,Weekly!F51"
Weekly,E51,"=IF($D$54=0,"" - "",D51/$D$54)",D51,
Weekly,F51,=D51-B51,"D51,B51",
Weekly,G51,,,
Weekly,A52, - ,,Weekly!D52
Weekly,B52,,,"Weekly!C52,Weekly!F52"
Weekly,C52,"=IF($B$54=0,"" - "",B52/$B$54)",B52,
Weekly,D52,"=IF(A52="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A52,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A52,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A52,"Weekly!E52,Weekly!F52"
Weekly,E52,"=IF($D$54=0,"" - "",D52/$D$54)",D52,
Weekly,F52,=D52-B52,"D52,B52",
Weekly,G52,,,
Weekly,A53, - ,,Weekly!D53
Weekly,B53,,,"Weekly!C53,Weekly!F53,Weekly!B54"
Weekly,C53,"=IF($B$54=0,"" - "",B53/$B$54)",B53,
Weekly,D53,"=IF(A53="" - "",0,SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A53,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)-SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A53,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A53,"Weekly!E53,Weekly!F53,Weekly!D54"
Weekly,E53,"=IF($D$54=0,"" - "",D53/$D$54)",D53,
Weekly,F53,=D53-B53,"D53,B53",
Weekly,G53,,,
Weekly,A54,"=""Total ""&A23",A23,
Weekly,B54,=SUM(B23:B53),"B23,B53","Weekly!B10,Weekly!F54"
Weekly,C54,,,
Weekly,D54,=SUM(D23:D53),"D23,D53","Weekly!D10,Weekly!F54"
Weekly,E54,,,
Weekly,F54,=D54-B54,"D54,B54",
Weekly,G54,,,
Weekly,I54,,,
Weekly,A56,EXPENSES,,
Weekly,B56,Budget,,Weekly!B157
Weekly,C56,,,
Weekly,D56,Actual,,Weekly!D157
Weekly,E56,,,
Weekly,F56,Difference,,Weekly!F157
Weekly,G56,,,
Weekly,K56,,,
Weekly,A57,<openpyxl.worksheet.formula.ArrayFormula object at 0xffff8cd57770>,,Weekly!D57
Weekly,B57,,,"Weekly!C57,Weekly!F57"
Weekly,C57,"=IF($B$157=0,"" - "",B57/$B$157)",B57,
Weekly,D57,"=IF(A57="" - "",0,-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A57,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A57,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A57,"Weekly!E57,Weekly!F57"
Weekly,E57,"=IF($D$157=0,"" - "",D57/$D$157)",D57,
Weekly,F57,=B57-D57,"B57,D57",
Weekly,G57,,,
Weekly,A58,Car Insurance,,Weekly!D58
Weekly,B58,,,"Weekly!C58,Weekly!F58"
Weekly,C58,"=IF($B$157=0,"" - "",B58/$B$157)",B58,
Weekly,D58,"=IF(A58="" - "",0,-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A58,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A58,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A58,"Weekly!E58,Weekly!F58"
Weekly,E58,"=IF($D$157=0,"" - "",D58/$D$157)",D58,
Weekly,F58,=B58-D58,"B58,D58",
Weekly,G58,,,
Weekly,A59,Car Payment,,Weekly!D59
Weekly,B59,,,"Weekly!C59,Weekly!F59"
Weekly,C59,"=IF($B$157=0,"" - "",B59/$B$157)",B59,
Weekly,D59,"=IF(A59="" - "",0,-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A59,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A59,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A59,"Weekly!E59,Weekly!F59"
Weekly,E59,"=IF($D$157=0,"" - "",D59/$D$157)",D59,
Weekly,F59,=B59-D59,"B59,D59",
Weekly,G59,,,
Weekly,A60,Car Repair / Licenses,,Weekly!D60
Weekly,B60,,,"Weekly!C60,Weekly!F60"
Weekly,C60,"=IF($B$157=0,"" - "",B60/$B$157)",B60,
Weekly,D60,"=IF(A60="" - "",0,-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A60,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A60,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A60,"Weekly!E60,Weekly!F60"
Weekly,E60,"=IF($D$157=0,"" - "",D60/$D$157)",D60,
Weekly,F60,=B60-D60,"B60,D60",
Weekly,G60,,,
Weekly,A61,Car Replacement Fund,,Weekly!D61
Weekly,B61,,,"Weekly!C61,Weekly!F61"
Weekly,C61,"=IF($B$157=0,"" - "",B61/$B$157)",B61,
Weekly,D61,"=IF(A61="" - "",0,-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A61,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A61,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A61,"Weekly!E61,Weekly!F61"
Weekly,E61,"=IF($D$157=0,"" - "",D61/$D$157)",D61,
Weekly,F61,=B61-D61,"B61,D61",
Weekly,G61,,,
Weekly,A62,Charity,,Weekly!D62
Weekly,B62,,,"Weekly!C62,Weekly!F62"
Weekly,C62,"=IF($B$157=0,"" - "",B62/$B$157)",B62,
Weekly,D62,"=IF(A62="" - "",0,-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A62,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A62,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A62,"Weekly!E62,Weekly!F62"
Weekly,E62,"=IF($D$157=0,"" - "",D62/$D$157)",D62,
Weekly,F62,=B62-D62,"B62,D62",
Weekly,G62,,,
Weekly,A63,Child Care,,Weekly!D63
Weekly,B63,,,"Weekly!C63,Weekly!F63"
Weekly,C63,"=IF($B$157=0,"" - "",B63/$B$157)",B63,
Weekly,D63,"=IF(A63="" - "",0,-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A63,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A63,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A63,"Weekly!E63,Weekly!F63"
Weekly,E63,"=IF($D$157=0,"" - "",D63/$D$157)",D63,
Weekly,F63,=B63-D63,"B63,D63",
Weekly,G63,,,
Weekly,A64,Cleaning,,Weekly!D64
Weekly,B64,,,"Weekly!C64,Weekly!F64"
Weekly,C64,"=IF($B$157=0,"" - "",B64/$B$157)",B64,
Weekly,D64,"=IF(A64="" - "",0,-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A64,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A64,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A64,"Weekly!E64,Weekly!F64"
Weekly,E64,"=IF($D$157=0,"" - "",D64/$D$157)",D64,
Weekly,F64,=B64-D64,"B64,D64",
Weekly,G64,,,
Weekly,A65,Clothing,,Weekly!D65
Weekly,B65,,,"Weekly!C65,Weekly!F65"
Weekly,C65,"=IF($B$157=0,"" - "",B65/$B$157)",B65,
Weekly,D65,"=IF(A65="" - "",0,-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A65,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A65,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A65,"Weekly!E65,Weekly!F65"
Weekly,E65,"=IF($D$157=0,"" - "",D65/$D$157)",D65,
Weekly,F65,=B65-D65,"B65,D65",
Weekly,G65,,,
Weekly,A66,Debt,,Weekly!D66
Weekly,B66,,,"Weekly!C66,Weekly!F66"
Weekly,C66,"=IF($B$157=0,"" - "",B66/$B$157)",B66,
Weekly,D66,"=IF(A66="" - "",0,-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A66,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A66,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A66,"Weekly!E66,Weekly!F66"
Weekly,E66,"=IF($D$157=0,"" - "",D66/$D$157)",D66,
Weekly,F66,=B66-D66,"B66,D66",
Weekly,G66,,,
Weekly,A67,Dining,,Weekly!D67
Weekly,B67,,,"Weekly!C67,Weekly!F67"
Weekly,C67,"=IF($B$157=0,"" - "",B67/$B$157)",B67,
Weekly,D67,"=IF(A67="" - "",0,-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A67,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A67,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A67,"Weekly!E67,Weekly!F67"
Weekly,E67,"=IF($D$157=0,"" - "",D67/$D$157)",D67,
Weekly,F67,=B67-D67,"B67,D67",
Weekly,G67,,,
Weekly,A68,Discretionary,,Weekly!D68
Weekly,B68,,,"Weekly!C68,Weekly!F68"
Weekly,C68,"=IF($B$157=0,"" - "",B68/$B$157)",B68,
Weekly,D68,"=IF(A68="" - "",0,-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A68,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A68,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A68,"Weekly!E68,Weekly!F68"
Weekly,E68,"=IF($D$157=0,"" - "",D68/$D$157)",D68,
Weekly,F68,=B68-D68,"B68,D68",
Weekly,G68,,,
Weekly,A69,Doctor / Dentist,,Weekly!D69
Weekly,B69,,,"Weekly!C69,Weekly!F69"
Weekly,C69,"=IF($B$157=0,"" - "",B69/$B$157)",B69,
Weekly,D69,"=IF(A69="" - "",0,-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A69,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A69,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A69,"Weekly!E69,Weekly!F69"
Weekly,E69,"=IF($D$157=0,"" - "",D69/$D$157)",D69,
Weekly,F69,=B69-D69,"B69,D69",
Weekly,G69,,,
Weekly,A70,Education,,Weekly!D70
Weekly,B70,,,"Weekly!C70,Weekly!F70"
Weekly,C70,"=IF($B$157=0,"" - "",B70/$B$157)",B70,
Weekly,D70,"=IF(A70="" - "",0,-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A70,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A70,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A70,"Weekly!E70,Weekly!F70"
Weekly,E70,"=IF($D$157=0,"" - "",D70/$D$157)",D70,
Weekly,F70,=B70-D70,"B70,D70",
Weekly,G70,,,
Weekly,K70,,,
Weekly,A71,Emergency Fund,,Weekly!D71
Weekly,B71,,,"Weekly!C71,Weekly!F71"
Weekly,C71,"=IF($B$157=0,"" - "",B71/$B$157)",B71,
Weekly,D71,"=IF(A71="" - "",0,-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A71,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A71,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A71,"Weekly!E71,Weekly!F71"
Weekly,E71,"=IF($D$157=0,"" - "",D71/$D$157)",D71,
Weekly,F71,=B71-D71,"B71,D71",
Weekly,G71,,,
Weekly,J71,,,
Weekly,A72,Fuel,,Weekly!D72
Weekly,B72,100,,"Weekly!C72,Weekly!F72"
Weekly,C72,"=IF($B$157=0,"" - "",B72/$B$157)",B72,
Weekly,D72,"=IF(A72="" - "",0,-SUMIFS(Transactions!$J:$J,Transactions!$G:$G,A72,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end)+SUMIFS(Transactions!$I:$I,Transactions!$G:$G,A72,Transactions!$B:$B,"">=""&date_begin,Transactions!$B:$B,""<=""&date_end))",A72,"Weekly!E72,Weekly!F72"
Weekly,E72,"=IF($D$157=0,"" - "",D72/$D$157)",D72,
Weekly,F72,=B72-D72,"B72,D72",
Weekly,G72,,,
Weekly,A73,Fun / Entertainment,,Weekly!D73
